LMED,FMR,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
73738,1336,13948,4,1985,'1',1,200000,-6,'1',1,8,2483.823695,2,100000,'1',1004,1,'1',0,-9,73738,17971,29952,46076,58990.4,26057.95,43430.4,66810.2,85536.08,0.12048,169.5191082,7,716.9486665,4,187.1257485,3,63.88104565,4,391.750375,4,102.2480208,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63000,1474,28229,2,2007,'1',1,850000,-6,'1',1,4,1491.74126,5,220761,'3',5435,1,'1',220800,-9,63000,27850,46400,74200,68040,23208.33333,38666.66667,61833.33333,56700,0.295432617,324.457672,7,782.0362039,4,374.4250339,3,374.9777275,7,753.1700431,4,360.6044292,3,'3 Severely Indadequa','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
72900,750,15452,2,1980,'1',1,70000,-6,'1',1,4,2851.392497,2,73974,'1',911,1,'1',74000,-9,72900,17500,29200,46650,58320,19687.5,32850,52481.25,65610,0.147781653,126.8415638,7,478.7341445,4,246.58,3,40.6825227,2,172.7401187,3,88.97267714,2,'1 Adequate','Central City','1980-1989','1 Single Family','2 2BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
72900,1044,12019,3,2004,'1',1,80000,-6,'1',16,5,2882.824448,1,46987,'1',822,3,'1',47000,-9,72900,15300,25550,40850,51030,22731.42857,37960,60691.42857,75816,0.209930406,92.07720949,5,390.939346,4,112.5167625,3,37.40530177,2,235.9531042,4,67.90997028,2,'1 Adequate','Central City','2000-2009','3 5-19 units','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5','-5'
72900,1044,18050,3,2004,'1',1,100000,-6,'1',16,5,2882.824448,3,104961,'1',907,3,'1',105000,-9,72900,19700,32850,52500,65610,22764.44444,37960,60666.66667,75816,0.103695658,159.9771376,7,581.501385,4,251.3433908,3,46.4686493,2,195.1837737,3,84.36463399,2,'1 Adequate','Central City','2000-2009','3 5-19 units','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
72900,1044,18591,3,2004,'1',1,-6,-6,'2',16,5,2094.391217,3,55040,'1',1149,3,'2',50000,0,72900,19700,32850,52500,65610,22764.44444,37960,60666.66667,75816,0.250508721,83.88965097,5,296.057232,4,131.8007663,3,60.62044951,4,247.216395,4,110.0574713,3,'1 Adequate','Central City','2000-2009','3 5-19 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
62258,729,15452,2,2006,'1',1,-6,-6,'2',1,5,4395.677137,2,25874,'1',1115,1,'2',25900,0,62258,15086,25142,40197,49806.4,16971.75,28284.75,45221.625,56032.2,0.517121435,51.9491471,3,167.4475796,3,88.73113855,2,79.59708882,4,288.6357753,4,152.9492455,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','3 50 - 60% AMI','0 Not Assisted','3 50% or More','-5','-5'
62258,1082,18070,4,1980,'1',1,200000,-6,'1',1,9,2811.496989,3,415017,'1',2087,1,'1',414943,-9,62258,16974,28281,45218,56032.2,21877.6,36451.06667,58280.97778,72219.28,0.060344516,740.6758971,7,2296.718318,4,958.9117375,3,82.25136322,5,328.7290665,4,137.2489425,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
72900,1044,18591,3,2010,'1',1,110000,-6,'1',1,5,4287.442634,3,28920,'1',775,1,'1',24000,-9,72900,19700,32850,52500,65610,22764.44444,37960,60666.66667,75816,0.321576764,44.07864655,2,155.5591415,3,69.25287356,2,51.71916869,3,210.9160612,4,93.89704247,2,'1 Adequate','Central City','After 2010','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','2 30 - 50% AMI','.','2 30% to 50%','-5','-5'
72700,1233,23801,4,2005,'1',1,160000,-6,'1',1,6,2783.465425,4,96948,'1',1156,1,'1',97000,-9,72700,21800,36350,58150,72700,25288,42166,67454,84332,0.143087016,133.3535076,7,407.3274232,4,196.5693431,3,56.54445981,3,200.3490351,4,96.68506457,2,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
58019,981,27539,5,1980,'1',1,-6,-6,'2',3,8,188.1316559,5,15287,'1',270,2,'2',0,1,58019,19064,31761,50798,62660.52,22594.37037,37642.66667,60205.03704,74264.32,0.21194479,24.39654187,1,55.51036712,1,38.95769623,1,14.54264982,1,39.21711028,1,27.52293578,1,'1 Adequate','-5','1980-1989','2 2-4 units','4 4BR+','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 Assisted','1 Less than 30%','-5','-5'
58019,649,23401,2,1985,'1',1,-6,-6,'2',6,4,251.682439,4,4787,'1',28,3,'2',0,1,58019,17630,29387,47017,58019,15867,26448.3,42315.3,52217.1,0.070190098,8.250745446,1,20.45639075,1,18.43990755,1,2.144891233,1,4.786120251,1,4.314329738,1,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 Assisted','1 Less than 30%','-5','-5'
69500,1430,13964,3,2002,'1',2,80000,-6,'1',1,6,2569.371089,2,6632,'1',2172,6,'1',2500,-9,69500,16967,28277,44745,55600,22057.1,36760.1,58168.5,72280,3.930036188,11.92805755,1,47.49355486,1,11.59440559,1,46.30954195,2,239.7059361,4,58.51842119,2,'1 Adequate','-5','2000-2009','6 Mobile Home','3 3BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','.','3 50% or More','West','-5'
63226,1531,23428,4,2004,'1',1,-6,-6,'2',1,6,2203.886016,4,39974,'1',1424,1,'2',40000,0,63226,19399,32340,51738,63226,22502.84,37514.4,60016.08,73342.16,0.427477861,63.22399013,4,170.6248933,3,65.2743305,2,77.66337943,4,243.1278812,4,93.01110385,2,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','0 Not Assisted','2 30% to 50%','West','-5'
53100,1045,15905,3,2004,'1',1,-6,-6,'3',1,6,2218.913979,2,600,'1',227,1,'2',0,0,53100,13150,21900,35000,42480,17095,28470,45500,55224,4.54,1.412429379,1,3.772398617,1,1.435406699,1,16.44212661,1,57.08896573,1,21.72248804,1,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
53100,1045,15452,3,1990,'1',1,500000,-6,'1',1,6,4214.43136,2,68487,'1',3558,1,'1',68000,-9,53100,13150,21900,35000,42480,17095,28470,45500,55224,0.623417583,161.2217514,7,443.2241781,4,163.8444976,3,246.6379758,7,881.4610133,4,325.8453487,3,'1 Adequate','Central City','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','3 50% or More','-5','-5'
63429,726,11080,2,2003,'1',1,110000,-6,'1',1,4,2928.153255,1,81901,'1',298,1,'1',65000,-9,63429,13400,22332,35706,44400.3,17228.57143,28712.57143,45907.71429,57086.1,0.043662471,184.4604654,7,739.1787004,4,282.0282369,3,58.22445675,3,299.9825957,4,114.4561694,3,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
74316,1302,18050,3,2004,'1',1,170000,-6,'1',1,5,2809.075352,3,105174,'1',1124,1,'1',104000,-9,74316,20191,33628,53520,66884.4,23331.82222,38859.02222,61845.33333,77288.64,0.128244623,157.2474299,7,582.6814404,4,201.9470046,3,61.6336471,4,263.9102916,4,91.46660451,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
63226,702,12019,1,2007,'1',1,-6,-6,'2',10,3,3180.216751,1,56000,'1',824,3,'2',7000,0,63226,13607,22659,36222,44258.2,14578.92857,24277.5,38809.28571,47419.5,0.176571429,126.5302249,7,465.9289458,4,199.4301994,3,69.50727022,4,274.2324653,4,117.3789174,3,'1 Adequate','Central City','2000-2009','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','West','-5'
71022,796,12005,2,1990,'1',1,-6,-6,'2',2,4,3152.000477,1,50000,'1',718,2,'2',48000,0,71022,15041,25071,39722,49715.4,19338.42857,32234.14286,51071.14286,63919.8,0.17232,100.5724584,6,416.4931279,4,157.0351759,3,44.93130454,2,239.2336526,4,90.20100503,2,'1 Adequate','-5','1990-1999','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
77566,1435,27610,4,2004,'1',1,-6,-6,'2',1,6,2743.110353,5,70187,'1',1751,1,'2',70000,0,77566,25434,42370,64130,83771.28,27318,45508.51852,68880.37037,89976.56,0.299371679,83.78408447,5,254.2086201,4,122.2770035,3,77.84249587,5,253.6762043,4,122.0209059,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
77566,1277,15470,3,2006,'1',1,-6,-6,'2',1,5,2560.781905,2,34812,'1',802,1,'2',34838,0,77566,18833,31385,47504,62052.8,24482.9,40800.5,61755.2,80668.64,0.276456394,56.10061109,3,225.0290886,4,68.15191856,2,39.76762221,2,207.3691015,4,62.80344558,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','3 50 - 60% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
64362,1077,15439,3,1980,'1',1,150000,-6,'1',1,6,2542.181426,2,80002,'1',429,1,'1',0,-9,64362,15429,25701,41108,51489.6,20057.7,33411.3,53440.4,66936.48,0.064348391,155.375066,7,518.1812294,4,185.7056639,3,66.4874222,4,288.2592141,4,103.3062676,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
64182,1002,15439,3,1990,'1',1,250000,-6,'1',1,7,3657.577064,2,36000,'1',873,1,'1',0,-9,64182,15311,25500,40787,51345.6,19904.3,33150,53023.1,66749.28,0.291,70.11311583,4,233.1757238,4,89.82035928,2,114.3907638,6,494.5593058,4,190.506515,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5','-5'
64362,751,15470,2,1980,'1',1,-6,-6,'2',6,4,1693.918812,2,6988,'1',685,3,'2',7000,0,64362,15429,25701,41108,51489.6,17357.625,28913.625,46246.5,57925.8,1.176302232,13.57167273,1,45.17129929,1,23.26231691,1,47.30189311,2,177.1170007,3,91.21171771,2,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','2 Renter','3 150-200% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
63221,987,15470,3,1985,'1',1,150000,-6,'1',1,8,2550.502209,2,372543,'1',1154,1,'1',341943,-9,63221,15237,25368,40575,50576.8,19808.1,32978.4,52747.5,65749.84,0.037171548,736.5887126,7,2408.164189,4,943.6246201,3,68.58471452,4,291.4954109,4,114.2207195,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,749,-6,0,1990,'3',1,-6,1,'-6',102,1,1488.846944,-6,-6,'-6',-6,5,'2',-9,-9,77954,16434,27384,40379,-9,16434,27384,40379,54567.8,-9,-9,-9,-9,-9,-9,-9,135.2445948,7,-9,-9,246.3284379,3,'-5','-5','1990-1999','5 50+ units','0 Studio','2 Renter','.','.','3 GT FMR','.','7 120% AMI +','.','.','.','-5','-5'
65014,1130,23401,4,2004,'1',1,320000,-6,'1',1,8,2503.654482,4,164487,'1',1758,1,'1',159500,-9,65014,19412,32361,51767,65014,22517.92,37538.76,60049.72,75416.24,0.128253297,253.0024303,7,702.9058587,4,363.909292,3,114.9489125,6,370.4548852,4,191.7923622,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
65014,1019,15537,3,2006,'1',1,300000,-6,'1',1,7,2636.299304,2,183087,'1',3804,1,'1',183000,-9,65014,15550,25908,41440,52011.2,20215,33680.4,53872,67614.56,0.249324092,352.0145661,7,1178.393512,4,449.1830226,3,122.5801269,7,533.4492725,4,203.3415443,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
59547,589,-6,1,2005,'3',1,-6,1,'-6',6,3,633.7787123,-6,-6,'-6',-6,3,'2',-9,-9,59547,12837,21389,34008,-9,13753.92857,22916.78571,36437.14286,44660.25,-9,-9,-9,-9,-9,-9,-9,46.1260293,2,-9,-9,87.43633277,2,'-5','-5','2000-2009','3 5-19 units','1 1BR','2 Renter','.','.','2 50.1 - 100% FMR','.','2 30 - 50% AMI','.','.','.','-5','-5'
63221,1151,15517,4,1980,'1',1,300000,-6,'1',1,8,3185.57946,2,101974,'1',2139,1,'1',102000,-9,63221,15237,25368,40575,50576.8,22093.65,36783.6,58833.75,73336.36,0.251711221,201.6220876,7,657.1760005,4,221.4900087,3,116.2979457,6,549.6467109,4,185.249088,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
73200,1421,15452,3,2004,'1',1,330000,-6,'1',1,5,2722.360361,2,7,'1',2546,1,'1',0,-9,73200,17600,29300,46850,58560,22880,38090,60905,76128,4364.571429,0.011953552,1,0.045301579,1,0.012315271,1,113.752559,6,560.4293822,4,152.3531811,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','6 100 - 120% AMI','1 LTE 30% AMI','.','3 50% or More','-5','-5'
73200,1050,15470,2,1980,'1',1,-6,-6,'2',2,5,2803.127954,2,40,'1',1140,2,'2',0,0,73200,17600,29300,46850,58560,19800,32962.5,52706.25,65880,342,0.068306011,1,0.258564964,1,0.095238095,1,69.21675774,4,294.7640595,4,108.5714286,3,'1 Adequate','Central City','1980-1989','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
73200,1723,15517,4,2004,'1',1,240000,-6,'1',1,7,2559.566987,2,39248,'1',2103,1,'1',0,-9,73200,17600,29300,46850,58560,25520,42485,67932.5,84912,0.642988178,67.02185792,4,252.9354901,4,56.94718514,2,83.51109867,5,456.9887485,4,102.8887755,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','4 60 - 80% AMI','.','3 50% or More','-5','-5'
60060,1528,12055,4,2003,'1',1,150000,-6,'1',1,8,3037.60444,1,69987,'1',1198,1,'1',70000,-9,60060,13025,21697,34702,42042,21584.28571,35955.02857,57506.17143,69669.6,0.205409576,166.469245,7,580.5640813,4,114.5075262,3,61.61607559,3,356.0984936,4,70.23506773,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63221,1151,11114,4,1985,'1',1,300000,-6,'1',1,8,3049.180016,1,31200,'1',1208,1,'1',0,-9,63221,13338,22199,35501,44254.7,22102.97143,36786.91429,58830.22857,73336.36,0.464615385,70.50098634,4,280.727011,4,67.76715899,2,108.5800824,6,716.4718385,4,172.9554303,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5','-5'
60060,1282,18070,3,2006,'1',1,-6,-6,'2',1,5,2186.880171,3,9987,'1',700,1,'2',400,0,60060,16745,27889,44618,54054,19349.77778,32227.28889,51558.57778,62462.4,0.841093421,18.47596848,1,55.26840066,1,19.47542902,1,44.8269679,2,154.9529607,3,54.60218409,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','2 Renter','3 150-200% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
73200,1421,30834,3,2005,'1',1,-6,-6,'2',1,6,2238.717179,6,45000,'1',1286,1,'2',29557,0,73200,25500,42500,67950,84912,22862.06897,38103.44828,60920.68966,76128,0.342933333,52.99604296,3,145.9427904,2,79.16959887,2,67.57040773,4,166.8288253,3,90.49964814,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','2 Renter','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','3 50 - 60% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
60060,1528,14024,4,2006,'1',1,330000,-6,'1',1,7,2430.528767,2,81300,'1',882,1,'1',0,-9,60060,14883,24790,39658,48048,21580.35,35945.5,57504.1,69669.6,0.130184502,169.2057942,7,579.7204792,4,133.0170157,3,131.5076898,7,653.3148993,4,149.9032747,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
60060,769,12005,1,1980,'1',1,-6,-6,'2',10,3,4357.73152,1,27000,'1',668,3,'2',25000,0,60060,13025,21697,34702,42042,13955.35714,23246.78571,37180.71429,45045,0.296888889,64.22149279,4,224.9062891,4,87.7763329,2,59.31845932,3,222.5739275,4,86.86605982,2,'1 Adequate','-5','1980-1989','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
60060,1282,23500,3,2010,'1',1,-6,-6,'2',16,6,3896.972205,4,44135,'1',650,3,'2',25000,0,60060,18575,30963,49543,60060,19318,32201.52,51524.72,62462.4,0.176730486,73.48484849,4,187.8085106,3,86.06669267,2,41.62504163,2,110.6382979,2,50.70202808,2,'1 Adequate','-5','After 2010','3 5-19 units','3 3BR','2 Renter','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
73200,1050,15492,2,2008,'1',1,-6,-6,'2',304,4,2023.315664,2,84974,'1',1990,5,'2',85000,0,73200,17600,29300,46850,58560,19800,32962.5,52706.25,65880,0.281027138,145.1058743,7,548.5024529,4,202.3190476,3,120.8257438,7,513.8135812,4,189.5238095,3,'1 Adequate','Central City','2000-2009','5 50+ units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
95481,1957,15517,5,2004,'1',1,700000,-6,'1',1,10,468.2512981,2,143574,'1',5189,1,'1',143600,-9,95481,22928,38218,52354,76384.8,36684.8,61148.8,83766.4,122215.68,0.433699695,187.9614793,7,925.2690597,4,183.4108329,3,148.5772514,7,1170.230702,4,231.9681887,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','-5','-5'
70310,1363,27610,5,1985,'1',1,1200000,-6,'1',1,11,2689.358817,5,436222,'1',4455,1,'1',122000,-9,70310,22961,38255,59730,75934.8,27213.03704,45339.25926,70791.11111,89996.8,0.122552278,574.4691499,7,1579.94205,4,800.1137197,3,352.6992669,7,1149.648873,4,582.2047943,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
73300,944,15470,1,1985,'1',1,-6,-6,'2',4,4,2540.120305,2,15974,'2',669,2,'2',16000,0,73300,17600,29350,46950,58640,16500,27515.625,44015.625,54975,0.502566671,27.24079127,1,103.2579186,2,42.30402542,1,48.67667121,2,172.9799612,3,70.86864407,2,'2 Moderately Inadequ','Central City','1980-1989','2 2-4 units','1 1BR','2 Renter','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
73300,1570,23428,3,2005,'1',1,-6,-6,'2',1,5,335.7960087,4,36961,'1',1069,1,'2',37000,1,73300,22000,36650,58650,73300,22880,38116,60996,76232,0.347068532,50.42428377,3,157.7642138,3,58.85509554,2,56.0919299,3,182.5166468,3,68.08917198,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','1 Assisted','2 30% to 50%','-5','-5'
61917,1257,15452,4,1985,'1',1,250000,-6,'1',1,7,2600.733138,2,191102,'1',1571,1,'1',184000,-9,61917,15572,25979,41205,49533.6,22579.4,37669.55,59747.25,71823.72,0.098648889,385.8027682,7,1236.746052,4,380.0755768,3,106.494546,6,495.0061128,4,152.1247903,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
61917,1056,49283,3,1990,'1',1,250000,-6,'1',1,6,3232.608824,10,33922,'2',3726,1,'1',34000,-9,61917,25706,42836,68005,91637.16,18063.67568,30100.97297,47787.2973,64393.68,1.31808266,37.01773385,2,68.83103707,1,80.30776515,2,132.2257265,7,172.7675085,3,201.5743637,3,'2 Moderately Inadequ','-5','1990-1999','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','1 LTE Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','2 30 - 50% AMI','.','3 50% or More','-5','-5'
74316,1693,18574,6,2004,'1',1,450000,-6,'1',1,13,2126.897018,3,122274,'1',2297,1,'1',2300,-9,74316,20191,33628,53520,66884.4,31408.22222,52310.22222,83253.33333,104042.4,0.225428137,182.8139297,7,658.3073113,4,180.5581807,3,111.4382408,6,624.2221395,4,171.2094214,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
74316,1302,13964,3,2006,'1',1,300000,-6,'1',1,8,2154.755063,2,3500,'1',437,1,'1',0,-9,74316,17939,29888,47559,59452.8,23320.7,38854.4,61826.7,77288.64,1.498285714,5.887022983,1,25.06445145,1,6.720430108,1,104.1835042,6,576.6400277,4,154.612161,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','6 100 - 120% AMI','1 LTE 30% AMI','.','3 50% or More','West','-5'
